TRBAHID128F4278EAF,Shakira,Objection (Tango),Pop,5|0.271114146019,22|0.151947114358,7|0.151867985252,17|0.108990925212,11|0.108663216406,8|0.0686379864532,14|0.0672257525462,3|0.0439373164195,1|0.0124019212376,12|0.00266495316648,21|0.00218384928793,23|0.00188790290342,16|0.00134549872371,18|0.00115853091948,9|0.00106294290456,4|0.000959324382287,20|0.000831033971011,10|0.000770053436129,24|0.000677809729852,6|0.000653307752139,19|0.000411167782944,13|0.000274966768521,2|0.000214519938874,0|6.99329462477e-05,15|4.78414835659e-05
TRBGPCC128F428FF02,Suicidal Tendencies,Looking In Your Eyes,Metal,12|0.267315109193,1|0.245141514934,23|0.225504142668,8|0.208916677564,22|0.021458852414,14|0.00448077957503,21|0.00407884598225,16|0.00251303150527,18|0.00216382568722,9|0.0019852928586,5|0.00187310594469,4|0.00179176119157,17|0.00176765483238,20|0.00155214903908,10|0.00143825372081,3|0.00134385843513,24|0.00126596716569,6|0.00122020402905,11|0.00115558249209,7|0.0011312381185,19|0.000767951373181,13|0.000513564331216,2|0.000400665831484,0|0.000130616026667,15|8.93550869584e-05
TRAAQIH128F428BDEA,Busdriver,(Bloody Paw On The) Kill Floor,Rap,19|0.272043761702,5|0.115326532802,20|0.115230462639,24|0.103064183915,7|0.0969835474696,21|0.0918255289953,8|0.0746144309856,14|0.055703984734,1|0.0310946217074,9|0.0187151725115,16|0.0128328286655,12|0.0075301707291,23|0.00105544619957,18|0.000647685351738,4|0.000536317451285,17|0.000529101835064,10|0.00043050411711,3|0.000402249325527,22|0.000382844640735,6|0.000365236571697,11|0.000345893783069,13|0.000153722222852,2|0.00011992897188,0|3.90965352127e-05,15|2.67461382255e-05
TRABVWG128F9359323,Mötley Crüe,Get It For Free,Rock,11|0.372666240174,9|0.264867565819,21|0.173529864009,23|0.12663315675,18|0.0326426324553,8|0.0054643963359,12|0.00382085625901,14|0.00343961675229,1|0.00229036110527,16|0.001929098524,5|0.00143786733498,4|0.00137542400992,17|0.00135691905213,20|0.00119148861208,10|0.0011040582357,3|0.00103159682568,22|0.000981832140037,24|0.000971804525983,6|0.000936675002478,7|0.000868381387226,19|0.000589508670067,13|0.000394231505355,2|0.000307566324781,0|0.000100265827836,15|6.85923618554e-05
TRAWCQE128F14676AC,Lifehouse,Simon,Rock,12|0.520828508373,8|0.204673085756,23|0.118183055242,7|0.0640483643877,1|0.0544432651162,14|0.0129242205464,21|0.0127135736844,16|0.00131703895856,18|0.00113402586622,9|0.00104045971308,5|0.000981664375281,4|0.000939032912559,17|0.000926399161596,20|0.000813456078718,10|0.000753765393964,3|0.000704294359281,22|0.000670318888907,24|0.000663472811215,6|0.000639489095259,11|0.000605621998264,19|0.000402470830406,13|0.000269150717181,2|0.000209982448817,0|6.84537362036e-05,15|4.68295484651e-05
TRASSZL128F428FA5D,Obie Bermudez,Celos,Latin,2|0.974672284168,16|0.0080580152964,8|0.0025276951092,12|0.00176743396437,14|0.00159108196182,21|0.00144835918811,23|0.0012520834343,1|0.00105946461571,18|0.000768353801343,9|0.000704958501834,5|0.000665122001937,4|0.000636237258286,17|0.000627677320752,20|0.000551153275181,10|0.000510710137241,3|0.000477191274324,22|0.000454171356884,24|0.00044953282969,6|0.000433282777664,11|0.00041033628809,7|0.000401691833916,19|0.000272692186028,13|0.000182361781014,0|4.63805015342e-05,15|3.17291365656e-05
TRADAYS12903CDBE0F,Furry Lewis,Judge Boushay Blues,Blues|Rock,21|0.317105099562,16|0.183711219435,9|0.133737158292,1|0.118040094071,5|0.100617224858,3|0.0671559918429,19|0.0501706381014,8|0.00582535387509,12|0.00407324770137,14|0.00366682494188,23|0.00288556521686,18|0.00177075659869,4|0.00146627936437,17|0.00144655203843,20|0.00127019388361,10|0.00117698818429,22|0.00104668829091,24|0.00103599829026,6|0.000998548242107,11|0.000945665510534,7|0.000925743406623,13|0.000420272960861,2|0.000327883003314,0|0.000106889012586,15|7.31233161678e-05
TRBAHJW128F92CC8B4,Swallow The Sun,Doomed To Walk The Earth,Metal,23|0.300166132659,3|0.199123798586,14|0.16263736487,8|0.125661560396,16|0.0618052788671,18|0.0614629805679,12|0.0444402671741,21|0.023778816003,1|0.00292462881713,9|0.00194602247094,5|0.00183605468737,4|0.00175631898652,17|0.00173268946684,20|0.00152144651869,10|0.00140980412411,22|0.00125373006192,24|0.00124092550942,6|0.00119606759747,11|0.00113272431667,7|0.00110886149066,19|0.00075276079412,13|0.000503405693769,2|0.000392740400001,0|0.000128032356464,15|8.75875850561e-05
TRAWKPT128E0795428,Saosin,Bury Your Head (Acoustic),Rock,12|0.560280797476,16|0.175912233608,14|0.142856764943,8|0.0930032530863,21|0.00351189125111,23|0.00303597401437,1|0.00256892388664,18|0.00186305649513,9|0.00170933951695,5|0.00161274645039,4|0.00154270852102,17|0.00152195291704,20|0.00133640217221,10|0.00123833816746,3|0.001157063714,22|0.00110124645035,24|0.0010899992382,6|0.00105059712302,11|0.000994957902696,7|0.000973997368022,19|0.000661207047408,13|0.000442179501145,2|0.000344973758346,0|0.000112460554603,15|7.69348363476e-05
TRAMMQW128F42621E1,The Distillers,Oh Serena,Punk,14|0.294121147067,12|0.198454154221,8|0.176942567161,4|0.122460764423,18|0.0747748357844,23|0.0523345587077,16|0.0511264589645,21|0.00486409925054,1|0.00355805458034,9|0.00236749844139,5|0.00223371347225,17|0.00210796107106,20|0.0018509664279,10|0.00171514415497,3|0.00160257603145,22|0.00152526705721,24|0.00150968925246,6|0.00145511586587,11|0.00137805348821,7|0.00134902237258,19|0.000915796211722,13|0.000612434960634,2|0.000477801412243,0|0.000155762026853,15|0.000106557593348
TRAHUZS12903C9D9DD,P.o.d,Roman Empire,Metal|Rock,12|0.294713399079,8|0.27320181202,18|0.171034080643,14|0.125667468565,21|0.101123344109,23|0.0042049362785,1|0.00355805458034,16|0.00299683653527,9|0.00236749844139,5|0.00223371347225,4|0.00213670835011,17|0.00210796107106,20|0.0018509664279,10|0.00171514415497,3|0.00160257603145,22|0.00152526705721,24|0.00150968925246,6|0.00145511586587,11|0.00137805348821,7|0.00134902237258,19|0.000915796211722,13|0.000612434960634,2|0.000477801412243,0|0.000155762026853,15|0.000106557593348
TRACYDP128F932BC8E,Skeletonwitch,Sacrifice for the Slaughtergod,Metal,23|0.867162461562,1|0.0746628395123,17|0.0195771024436,8|0.00634964615506,12|0.00443984728829,14|0.00399684575268,21|0.00363832185159,16|0.00224161870273,18|0.00193012786339,9|0.0017708769639,5|0.00167080647776,4|0.00159824713277,20|0.00138451360762,10|0.00128291922846,3|0.00119871883646,22|0.00114089211135,24|0.0011292399915,6|0.00108841937195,11|0.00103077709984,7|0.00100906197091,19|0.000685010974712,13|0.000458098279903,2|0.000357393060738,0|0.00011650921512,15|7.97045455617e-05
TRASXSI128F9345EA2,Sick Of It All,Sanctuary,Punk|Metal,14|0.340252630528,18|0.31943614616,8|0.155967451162,23|0.0592804855893,9|0.0578547643126,12|0.0232782386857,1|0.0214333822302,21|0.00377419559637,16|0.00232533233223,5|0.0017332030282,4|0.0016579339422,17|0.00163562809513,20|0.00143621850242,10|0.00133083006399,3|0.00124348519412,22|0.00118349892017,24|0.00117141164993,6|0.00112906657745,11|0.00106927164494,7|0.00104674556084,19|0.000710592825398,13|0.00047520603763,2|0.000370739965026,0|0.000120860271461,15|8.26811252937e-05
TRADKLT128F9304E1D,The Antlers,Stairs To the Attic,Rock|Folk,12|0.499439608658,8|0.263090381075,21|0.0770262545446,23|0.076524166176,1|0.0393708119647,6|0.0194386807179,14|0.00407010917547,16|0.00228270826908,18|0.00196550770601,9|0.00180333768812,5|0.00170143287892,4|0.00162754349861,17|0.00160564652465,20|0.00140989217164,10|0.00130643553599,3|0.00122069172468,22|0.00116180501775,24|0.00114993931092,11|0.00104967156392,7|0.00102755838993,19|0.000697567438425,13|0.000466495363513,2|0.000363944186434,0|0.000118644865184,15|8.11655546127e-05
TRAZDTT128F9346306,The Shangri-Las,Out in the Streets,Rock|Pop,17|0.39015236612,8|0.165687642557,1|0.122700294527,14|0.0968693692439,21|0.0966022141893,11|0.0946591951651,3|0.014306244129,12|0.003308364215,23|0.00234370738129,16|0.00167034823908,18|0.00143823999768,9|0.00131957375921,5|0.00124500596581,4|0.00119093817364,20|0.00103167405931,10|0.000955970732908,22|0.000850138842459,24|0.000841456233838,6|0.000811038638781,7|0.00075190525676,19|0.000510437780507,13|0.000341353172255,2|0.000266312405824,0|8.68171567611e-05,15|5.93920576965e-05
TRAYUCR128E078EE0F,Nirvana,Aneurysm,Rock,24|0.940665025692,14|0.0348124002717,8|0.00381128190413,12|0.00266495316648,21|0.00218384928793,23|0.00188790290342,1|0.00159747047942,16|0.00134549872371,18|0.00115853091948,9|0.00106294290456,5|0.00100287706409,4|0.000959324382287,17|0.000946417629844,20|0.000831033971011,10|0.000770053436129,3|0.00071951338673,22|0.000684803743762,6|0.000653307752139,11|0.000618708824381,7|0.000605674636973,19|0.000411167782944,13|0.000274966768521,2|0.000214519938874,0|6.99329462477e-05,15|4.78414835659e-05
TRALPGW12903CAFFB5,Evergreen Terrace,Please Hammer Don't Hurt 'Em,Metal,12|0.284036535984,23|0.28182733081,8|0.195142324804,14|0.160409484141,22|0.0326647087077,21|0.00620882763454,1|0.00454171398768,16|0.00382534165896,18|0.00329377985381,9|0.00302201681966,5|0.00285124567156,4|0.00272742252322,17|0.00269072777433,20|0.00236268441827,10|0.00218931273359,3|0.00204562403808,24|0.00192705778962,6|0.00185739705013,11|0.00175903001538,7|0.00172197296048,19|0.00116897713926,13|0.000781748667551,2|0.000609894342067,0|0.000198823980952,15|0.000136016494766
TRAXAZZ128F4255FAF,K.I.Z.,Freiwild,Rap,15|0.977566713837,21|0.0095144336021,12|0.00667545258624,8|0.00104812490543,14|0.000659752287645,23|0.000519184385169,1|0.000439313763003,16|0.000370020050476,18|0.000318602806342,9|0.000292315540896,5|0.00027579708203,4|0.000263819838771,17|0.000260270406054,20|0.000228539222283,10|0.000211769217082,3|0.0001978704067,22|0.000188325051051,24|0.000186401656154,6|0.000179663468395,11|0.000170148560079,7|0.000166564081998,19|0.000113073554897,13|7.56174760884e-05,2|5.89942429608e-05,0|1.92319709e-05
TRAGQQK128F42561AB,Edu Lobo,Canto Triste,Jazz,2|0.960737091719,8|0.0054643963359,12|0.00382085625901,14|0.00343961675229,21|0.00313107724574,23|0.00270676637611,1|0.00229036110527,16|0.001929098524,18|0.00166103486194,9|0.00152398627523,5|0.00143786733498,4|0.00137542400992,17|0.00135691905213,20|0.00119148861208,10|0.0011040582357,3|0.00103159682568,22|0.000981832140037,24|0.000971804525983,6|0.000936675002478,11|0.000887069053923,7|0.000868381387226,19|0.000589508670067,13|0.000394231505355,0|0.000100265827836,15|6.85923618554e-05
TRADGXI128F92EF28F,Set Your Goals,the fallen...,Punk|Rock,8|0.308440970949,10|0.171259407528,14|0.165217412397,23|0.107963382092,5|0.100265916247,12|0.0657869833353,19|0.0500735152562,17|0.0219672529635,21|0.0014380545753,1|0.00105192686352,16|0.000886004637038,18|0.00076288720957,9|0.000699942947359,4|0.0006317106335,20|0.000547231995747,3|0.000473796210891,22|0.000450940072808,24|0.000446334547253,6|0.000430200109154,11|0.000407416876521,7|0.000398833924876,13|0.000181064335215,2|0.000141260379686,0|4.60505190865e-05,15|3.15033938978e-05
TRBCWOW128F1467692,Long Beach Dub Allstars,Like A Dog,Rock|Reggae,20|0.335372441489,21|0.146553349377,23|0.12821495458,14|0.119597560664,12|0.101729539168,10|0.0820525257306,8|0.0303266950741,4|0.0188937644426,16|0.0101717469743,5|0.00988490949943,7|0.0095523778628,1|0.00133737720802,18|0.000969903898982,9|0.000889879113442,17|0.000792325982685,3|0.00060236531233,22|0.000573306944115,24|0.000567451665463,6|0.000546938994358,11|0.000517973315179,19|0.000344223213301,13|0.000230197862132,2|0.000179592725256,0|5.85467647796e-05,15|4.00521390179e-05
TRAADNA128F9331246,Stevie Ray Vaughan,Crossfire,Blues,3|0.357319969149,23|0.142123955546,1|0.141707550275,14|0.0808936107357,11|0.0783410630373,21|0.0650942724325,8|0.051936792726,18|0.0326426324553,5|0.0169286661317,7|0.0163591801839,12|0.00382085625901,16|0.001929098524,9|0.00152398627523,4|0.00137542400992,17|0.00135691905213,20|0.00119148861208,10|0.0011040582357,22|0.000981832140037,24|0.000971804525983,6|0.000936675002478,19|0.000589508670067,13|0.000394231505355,2|0.000307566324781,0|0.000100265827836,15|6.85923618554e-05
TRAIPST128F9302AE9,Eminem,Beautiful,Rap,8|0.348210879133,21|0.208895043261,20|0.102715117455,12|0.0867501808516,5|0.0862417350502,6|0.0795244179064,24|0.063005962372,23|0.0104930990533,4|0.00690384735437,9|0.00363035511563,14|0.000733892918406,1|0.000488682291314,16|0.000411601596232,18|0.000354406263893,17|0.000289518674586,10|0.000235567093382,3|0.000220106383803,22|0.000209488354816,11|0.000189269254017,7|0.000185281964956,19|0.000125780361435,13|8.41151008466e-05,2|6.56238075205e-05,0|2.1393191831e-05,15|1.46351911412e-05
TRAYSMW128F1468307,Fun Lovin' Criminals,We Have All The Time In The World,Rock,14|0.477334442936,12|0.134179509024,6|0.108699952731,3|0.0658711283358,7|0.0656448066234,8|0.0505376197016,21|0.0258219131405,5|0.0234740337354,17|0.0233617872827,23|0.00375332142134,1|0.00317591554074,16|0.00267497294111,18|0.00230326406591,9|0.00211322646207,4|0.0019072234846,20|0.00165217056428,10|0.00153093575531,22|0.00136145167011,24|0.00134754693901,11|0.001230049003,19|0.000817438674781,13|0.000546658761198,2|0.000426485006417,0|0.000139033011037,15|9.5113188698e-05
TRAEOOH128F934ACD4,GWAR,Let's Blame The Lightman,Metal|Rock,16|0.649612544215,9|0.173934155035,24|0.0438956127626,20|0.0332443862456,12|0.0242738546828,23|0.0234968044198,8|0.0146157326623,21|0.0129883000461,18|0.0119629816777,14|0.00239904799713,1|0.00159747047942,5|0.00100287706409,4|0.000959324382287,17|0.000946417629844,10|0.000770053436129,3|0.00071951338673,22|0.000684803743762,6|0.000653307752139,11|0.000618708824381,7|0.000605674636973,19|0.000411167782944,13|0.000274966768521,2|0.000214519938874,0|6.99329462477e-05,15|4.78414835659e-05
TRBGLSW12903CE3D8A,Grandmaster Flash,Underarms,Rap,5|0.199879981552,10|0.126673584493,4|0.113505709823,12|0.107912142418,24|0.106690531445,21|0.0876900347333,1|0.0806874388843,11|0.0601593924393,17|0.047076623457,9|0.0272219126688,8|0.0156272438156,22|0.0137052184829,6|0.00704374090694,14|0.00147483231558,23|0.001160602128,16|0.000827155188505,18|0.000712215362382,20|0.000510884216262,3|0.000442326120823,7|0.000372342916191,19|0.000252768404023,13|0.000169037833511,2|0.000131877702557,0|4.29917905657e-05,15|2.94109021881e-05
TRBAXDP12903CD1922,AFI,Darling_ I Want To Destroy You,Rock,14|0.370676314798,23|0.259827268987,3|0.111202553412,18|0.0752867488306,12|0.0595121619101,8|0.0431266577016,7|0.0376881789522,4|0.0199578537798,21|0.00370501342003,1|0.00271019140243,16|0.00228270826908,9|0.00180333768812,5|0.00170143287892,17|0.00160564652465,20|0.00140989217164,10|0.00130643553599,22|0.00116180501775,24|0.00114993931092,6|0.00110837043676,11|0.00104967156392,19|0.000697567438425,13|0.000466495363513,2|0.000363944186434,0|0.000118644865184,15|8.11655546127e-05
TRAQMNB12903CDD58F,The Berzerker,Compromise,Metal,12|0.354615944339,8|0.203689468125,23|0.170464915433,18|0.123671652549,21|0.0641012922122,1|0.0327644117879,5|0.0166704278874,20|0.0164278075474,14|0.00338714713749,16|0.00189967110119,9|0.00150073863499,4|0.00135444261193,17|0.00133621993792,10|0.00108721638542,3|0.00101586033758,22|0.000966854787065,24|0.000956980139195,6|0.000922386498812,11|0.000873537263926,7|0.000855134668138,19|0.000580516013307,13|0.000388217703028,2|0.000302874555974,0|9.87363233175e-05,15|6.75460200493e-05
TRAZCOX128F42B6555,Muse,The Small Print,Rock,8|0.442753913099,23|0.206766063574,3|0.146840856161,12|0.0765326431375,16|0.0747512652672,14|0.0178258678218,11|0.0154222556157,21|0.00294838583854,1|0.00215672361872,18|0.00156411716476,9|0.00143506505888,5|0.00135397096764,4|0.00129517107198,17|0.0012777458374,20|0.00112196789633,10|0.00103963888834,22|0.00092454441405,24|0.000915101889018,6|0.000882022095232,7|0.000817713260838,19|0.000555112147708,13|0.000371228972098,2|0.000289620512439,0|9.4415539343e-05,15|6.45901497964e-05
TRAPJFL128F42AA7B4,Foo Fighters,Still,Rock,8|0.417676419276,14|0.126266948578,9|0.116946160584,11|0.10001509054,21|0.0929217042467,16|0.0922780691472,12|0.0435210252716,23|0.0014494182088,1|0.00122644167595,18|0.000889450303357,5|0.000769948642616,4|0.000736511515139,17|0.000726602487522,20|0.000638017859675,10|0.000591200675656,3|0.000552399067935,22|0.000525751093377,24|0.000520381510495,6|0.000501570366879,7|0.000465000528283,19|0.000315669873907,13|0.000211102933518,2|0.000164695496252,0|5.36903065845e-05,15|3.67298113112e-05
TRBHZAA128F4271AE9,K's Choice,20.000 Seconds,Rock,8|0.266781759346,12|0.264288534183,14|0.216711589924,24|0.118970737,5|0.0726791373954,17|0.0255577303302,21|0.00474979629929,23|0.00410612319889,1|0.00347444277098,16|0.00292641295986,18|0.00251976448392,9|0.00231186387371,4|0.00208649718915,20|0.00180747000349,10|0.00167483945957,3|0.00156491660869,22|0.00148942434161,6|0.00142092165451,11|0.00134567018915,7|0.00131732128456,19|0.000894275637336,13|0.000598043164775,2|0.000466573411185,0|0.000152101727496,15|0.000104053563975
TRATDIZ128F4242796,Café Quijano,En Algún Rincón,Pop|Latin,2|0.977279297658,8|0.00316214279739,12|0.00221105724339,14|0.00199044115222,21|0.00181189517598,23|0.00156635450181,1|0.00132538864813,16|0.00111633282583,18|0.000961209455175,9|0.000881902030398,5|0.000832066628667,4|0.000795931857602,17|0.000785223388562,20|0.000689491922118,10|0.000638897617102,3|0.000596965569774,22|0.00056816768752,24|0.000562364896945,6|0.000542036106188,11|0.000513330082084,7|0.000502515882854,19|0.000341137516472,13|0.000228134315034,0|5.80219379829e-05,15|3.96931023418e-05
TRAZSRV128F1452866,Humanzi,Fix The Cracks,Rock,22|0.556604430683,12|0.133010778784,8|0.0869587713125,5|0.0602312559687,23|0.0493733186578,14|0.038106126402,10|0.0244963081979,1|0.013575311516,16|0.0132994998082,17|0.0128626602197,21|0.00239047110684,18|0.00126814368771,9|0.00116351174763,4|0.00105008950508,20|0.000909661077565,3|0.00078758913056,24|0.000741939741032,6|0.000715119543271,11|0.000677247086783,7|0.000662979688125,19|0.000450069842557,13|0.000300982361338,2|0.000234816440196,0|7.65495532794e-05,15|5.23679380277e-05
TRAQXJY12903CF3A0E,Steel Pulse,House of Love,Reggae,8|0.462771376965,14|0.219237007162,1|0.192832525171,17|0.0520351826187,21|0.028033102691,23|0.0149543891126,16|0.0143153174813,12|0.00313990199777,18|0.00136500468162,9|0.00125238093919,5|0.00118161014484,4|0.00113029548974,20|0.000979141119105,10|0.000907292613206,3|0.000847745299553,22|0.00080684969258,24|0.000798609203207,6|0.000769740474954,11|0.000728975314893,7|0.000713618170311,19|0.000484446240677,13|0.000323971436593,2|0.000252751753052,0|8.2396418967e-05,15|5.63678085281e-05
TRATOHC128EF3460DA,Mando Diao,Popovic,Rock,5|0.335403930583,14|0.207817397962,10|0.197944152507,16|0.104024615708,8|0.0630842587871,1|0.061326298461,23|0.0186585223555,12|0.00211620641449,21|0.00173416776307,18|0.000919975102765,9|0.000844069840008,4|0.000761787650495,17|0.000751538557696,20|0.000659913818462,3|0.000571356699045,22|0.000543794200005,24|0.00053824033989,6|0.00051878362183,11|0.000491309040371,7|0.000480958753039,19|0.000326503261161,13|0.000218347716814,2|0.00017034763552,0|5.55328893937e-05,15|3.79903315654e-05
